prompt,source url,query,published_time,modified_time,author
Can you think of a time you were really kind to someone?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How does my teaching practice align with my educational philosophy?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How do I respond under pressure or during crises?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How do my decisions reflect the values and mission of our organization?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What is one thing I'm grateful for today?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What can I do to support my team members' well-being and professional growth?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
Was there a moment today when I felt particularly present?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
"What emotions did I experience today, and how did they affect me?",https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What's one thing I learned about myself today?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
"What emotions am I currently experiencing, and how are they manifesting in my body?",https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How did I care for my physical and mental health today?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What thoughts have been recurring in my mind today?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What am I grateful for in this moment?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can I incorporate mindfulness practices into my leadership style?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How have I shown kindness to myself and others today?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What is one thing I can do differently tomorrow to enhance my well-being?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How does my current environment affect my mood and productivity?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
"What am I doing right now, and why?",https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
Are my actions aligned with my values and goals?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can I bring more mindfulness into my interactions with others today?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
"What distractions am I facing, and how can I refocus my attention?",https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What physical sensations am I experiencing right now?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What signals is my body giving me about its needs?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
Have I been mindful of my breathing today?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can I incorporate movement or stretches into my day to care for my body?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
"What triggered my most intense emotion today, and how did I respond?",https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
Have I allowed myself to fully experience and accept my emotions today?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can I practice self-compassion in moments of emotional distress?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
Are my current emotions guiding me towards my values?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How is my posture affecting my mood and energy levels?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What intentions do I set for my meditation practice today?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can I express gratitude for the range of emotions I experience?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
"What thoughts arise during meditation, and how do I observe them without attachment?",https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
"How does my body feel after meditation, and what insights have I gained?",https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
Am I approaching my tasks with intention and presence?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can I carry the peace and clarity from meditation into my daily activities?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
"What distractions hinder my productivity, and how can I minimize them?",https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can I incorporate mindfulness into my workflow today?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can I express gratitude for the opportunities and challenges my work presents?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
Have I taken breaks to rest and recharge throughout the workday?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What intentions do I set for the day ahead as I wake up?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can I bring mindfulness into routine activities like eating or commuting?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What moments brought me joy or fulfillment today?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can I unwind and release tension as I prepare for sleep?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
"What thoughts dominated my mind today, and how did they shape my perception?",https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What lessons or insights can I carry from today into tomorrow?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What is a moment of mindfulness or presence that stood out to me today?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
"How have my emotions evolved throughout the day, and what insights do they offer?",https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
Did I face any particular challenge today? How did I respond to it?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
How can we create a supportive and mindful atmosphere in this discussion?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
"What are three things I am grateful for today, and why?",https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
Is there any moment from today where you felt fully present and engaged?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
Did you navigate today’s issues with awareness and intention?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What collective intentions can we set as a group to promote mindfulness in our lives?,https://jonathanmpham.com/en/self-awareness/mindfulness-practices/mindfulness-questions-for-adults/,daily mindfulness questions,2024-03-01,2024-03-01,Jonathan M. Pham
What’s my dripping faucet? What thoughts are causing these emotions?,https://medium.com/@NataliMorad/3-questions-to-practice-mindfulness-a09110a4c22e,daily mindfulness questions,2017-01-08,n/a,Natali Mallel (Morad)
What emotions am I feeling right now?,https://medium.com/@NataliMorad/3-questions-to-practice-mindfulness-a09110a4c22e,daily mindfulness questions,2017-01-08,n/a,Natali Mallel (Morad)
"When you eat, what’s making you aware of eating? When you walk, how are you aware of walking?",https://www.quora.com/What-sort-of-mindfulness-experience-can-I-have-in-a-daily-life,daily mindfulness questions,n/a,n/a,Stephen Kuhn
"How does one reconcile a mindfulness focus on the present with needs for planning, risk assessment and forecasting?",https://forum.psychlinks.ca/threads/some-questions-about-mindfulness.26739/,daily mindfulness questions,2013-12-12,n/a,ritc
How does one practice Loving-Kindness towards oneself?,https://forum.psychlinks.ca/threads/some-questions-about-mindfulness.26739/,daily mindfulness questions,2013-12-12,n/a,ritc
Who am I connecting with today?,https://www.childsavers.org/mindful-quarantine/,daily mindfulness questions,2020-05-22,n/a,John Richardson-Lauve
How am I taking care of my body and mind today?,https://www.childsavers.org/mindful-quarantine/,daily mindfulness questions,2020-05-22,n/a,John Richardson-Lauve
What am I doing well today? What am I learning today? What am I creating today?,https://www.childsavers.org/mindful-quarantine/,daily mindfulness questions,2020-05-22,n/a,John Richardson-Lauve
What am I looking forward to?,https://www.childsavers.org/mindful-quarantine/,daily mindfulness questions,2020-05-22,n/a,John Richardson-Lauve
What are some sounds you can hear right now? Pay attention to the quietest sound.,https://thejoywithin.org/mindfulness/mindful-questions-for-self-reflection-and-personal-growth,daily mindfulness questions,2023-11-29,n/a,Kyle Greenfield
Can you name three things you’re thankful for today?,https://thejoywithin.org/mindfulness/mindful-questions-for-self-reflection-and-personal-growth,daily mindfulness questions,2023-11-29,n/a,Kyle Greenfield
How does it feel when you take a moment to hug a stuffed animal or a favorite toy?,https://thejoywithin.org/mindfulness/mindful-questions-for-self-reflection-and-personal-growth,daily mindfulness questions,2023-11-29,n/a,Kyle Greenfield
What does your breath feel like when you take a deep breath in and out?,https://thejoywithin.org/mindfulness/mindful-questions-for-self-reflection-and-personal-growth,daily mindfulness questions,2023-11-29,n/a,Kyle Greenfield
What am I grateful for today?,https://www.childsavers.org/mindful-quarantine/,daily mindfulness questions,2020-05-22,n/a,John Richardson-Lauve
Can you describe the taste of the last thing you ate in detail?,https://thejoywithin.org/mindfulness/mindful-questions-for-self-reflection-and-personal-growth,daily mindfulness questions,2023-11-29,n/a,Kyle Greenfield
